abzl426	o0000211	12107
abzl350	o0000212	1237C
abzl008	o0000213	12108
abzl291b	o0000215	1210A
ance2	o0000215	1210A
ancu2	o0000215	1210A
abzl295	o0001349	1210B
alim	o0001349	1210B
alima	o0001349	1210B
abzl293	o0001351	1210C
ad2	o0000214	12109
adda4	o0000214	12109
addu3	o0000214	12109
arix	o0000214	12109
at2	o0000214	12109
av2	o0000214	12109
abzl081	o0000216	12110
abzl160	o0000217	12111
amra	o0001377	x12111.x12223.x1228F
azlagx	o0221937	x12111.x12306.x1207A
aclag5	o0001399	x12111.x12306.x1227F.x122FC.x12000
azalag5	o0001399	x12111.x12306.x1227F.x122FC.x12000
azlag5	o0001399	x12111.x12306.x1227F.x122FC.x12000
aclag3	o0001398	x12111.x12306.x1227F.x122FC.x12000.x1207A
azalag3	o0001398	x12111.x12306.x1227F.x122FC.x12000.x1207A
azlag3	o0001398	x12111.x12306.x1227F.x122FC.x12000.x1207A
aclag6	o0001403	x12111.x12306.x122FC.x12000
azalag6	o0001403	x12111.x12306.x122FC.x12000
azlag6	o0001403	x12111.x12306.x122FC.x12000
aclag4	o0001402	x12111.x12306.x122FC.x12000.x1207A
azalag4	o0001402	x12111.x12306.x122FC.x12000.x1207A
azlag4	o0001402	x12111.x12306.x122FC.x12000.x1207A
adamen3	o0001363	12112
adamin3	o0001363	12112
alal3	o0001363	12112
an2	o0001363	12112
abzl458	o0000221	12116
ahx	o0000221	12116
abzl251	o0001412	12117
abzl089	o0000230	12118
abzl087	o0001425	x12118.x120FC
abzl088	o0001431	12119
abzl090	o0001433	1211B
abzl118	o0000222	1211E
alap	o0000222	1211E
alpu	o0000222	1211E
actub	o0000222	1211E
addax	o0001420	
abzl119	o0001422	12120
adar2	o0001422	12120
am	o0001422	12120
ama2	o0001422	12120
abzl343	o0000224	12122
abzl138	o0000225	12123
abzl139	o0001424	12124
abzl092	o0000226	12125
abzl396	o0000229	12126
abzl145	o0000227	12127
abzl475	o0000232	12129
a7	o0000232	12129
ayax	o0000232	12129
abzl222	o0000233	1212B
abzl007	o0000236	1212C
abzl277	o0000237	1212D
abzl294	o0001444	1237D
abzl278	o0001447	1212E
abzl281	o0001452	1212F
ar3	o0001452	1212F
ara3	o0001452	1212F
ara5	o0001449	x1212F.x1212F
azubir	o0001451	x1212F.x12295
azugna	o0001451	x1212F.x12295
azukna	o0001451	x1212F.x12295
as6	o0001454	12131
ac8	o0001454	12131
abzl280	o0001462	12134
ay2	o0001462	12134
ah	o0001462	12134
aha	o0001462	12134
abzl282	o0001461	x12134.x12228
abzl287	o0001464	12135
abzl034	o0000239	12137
abzl035	o0001466	x12137.x1212D
abzl036	o0001469	x12137.x1223F
abzl445	o0000240	12138
abzl446	o0001477	1213D
abzl425	o0000241	1213E
abzl192	o0000242	1213F
abzl193	o0001478	12140
abzl394	o0000244	12141
ari2	o0000245	12142
abzl061	o0000246	12145
abzl233	o0000247	12146
ahhur	o0001484	x12146.x12000
abzl239b	o0001487	12147
acarid	o0001491	x12146.x1207A
acaridu	o0001491	x12146.x1207A
abzl237	o0001489	x12146.x1207E
agrig	o0001489	x12146.x1207E
ajrig	o0001489	x12146.x1207E
abzl236	o0001496	x12146.x1208D
abzl239a	o0001495	x12146.x120A0
abzl234	o0001510	12148
ar	o0001510	12148
ara8	o0001510	12148
abzl235	o0001511	x12146.x12292
abzl240	o0001516	x12146.x12328
agrigx	o0001518	x12146.x12363
abzl198	o0000248	1214A
agar4	o0000248	1214A
abzl078	o0000249	1214B
al9	o0000249	1214B
abzl204	o0000252	1214D
agax	o0000252	1214D
abzl480	o0000250	12446
ahud	o0000649	12152
abzl297	o0000254	1214E
adad	o0000254	1214E
anegi	o0000254	1214E
anig	o0000254	1214E
agar6	o0001535	x1214E.x12082
ajar6	o0001535	x1214E.x12082
agar5	o0001529	12150
ajar5	o0001529	12150
angar	o0001529	12150
abzl478	o0000255	
abzl386	o0000256	12154
abzl263	o0000257	12155
abzl162	o0000259	12156
abzl312	o0000260	12157
agu2	o0000260	12157
abzl328	o0001611	12158
akx	o0001610	12159
abzl314	o0001613	1215C
abzl317	o0001614	1215D
abzl327	o0001622	12161
abzl318	o0001628	12162
agal	o0001624	12163
abzl321	o0001626	12164
abzl329	o0001627	12165
ayuyax	o0001596	
abzl322	o0001638	1216E
abzl325	o0001645	12172
abzl326	o0001648	12174
abzl313	o0001650	1217A
abzl315	o0001651	1217B
abzl316	o0001656	1217E
abzl324	o0001655	1217F
abzl323	o0001674	12181
abzl319	o0001675	12182
abzl320	o0001676	12183
adabx	o0001676	12183
atab	o0001607	
abzl175	o0000277	1218D
aganx	o0000277	1218D
aka4	o0000277	1218D
akan2	o0000277	1218D
abul	o0001680	x1218D.x120F2
abula	o0001680	x1218D.x120F2
abulla	o0001680	x1218D.x120F2
abzl226	o0000263	1218F
abzl227a	o0000267	12192
abzl227b	o0000268	12193
abzl260	o0000269	12195
abzl176	o0000270	12197
alad2	o0000270	12197
alad	o0001578	12198
abzl268	o0000273	1219B
abzl271	o0000275	1219C
abzl273	o0001586	x1219C.x121B3
alba2	o0001586	x1219C.x121B3
alha	o0001586	x1219C.x121B3
abzl432	o0000279	121A0
absin	o0001685	x121A0.x12038.x12038
abni2	o0001717	x121A0.x12248
abzl430	o0001741	121A1
abzl163	o0000281	121A4
adgubx	o0000281	121A4
amuru	o0001736	x121A4.x12224
abzl447	o0000282	121A5
abzl161	o0000284	121A6
abzl291a	o0000286	121A7
abzl415	o0000289	121AA
abzl428	o0000296	121AC
asax	o0001767	x121AC.x1202D
asag	o0001767	x121AC.x1202D
aza2	o0001767	x121AC.x1202D
azag	o0001767	x121AC.x1202D
azak	o0001767	x121AC.x1202D
abzl375	o0000297	121AD
abzl070	o0000299	121AF
abzl026	o0000291	121B0
abzl032	o0000293	121B2
abzl369	o0000294	121B3
amma	o0000294	121B3
anubu	o0000294	121B3
abzl457	o0000295	121B5
amacx	o0000301	
abzl177	o0000305	121B7
abzl402	o0000306	121B8
abzl403	o0001772	x121B8.x121B8
abzl414	o0001800	121B9
a9	o0001800	121B9
aya3	o0001800	121B9
abbar	o0001800	121B9
abbarax	o0001800	121B9
ablal2	o0001800	121B9
aia4	o0001800	121B9
